"county","county_ascii","county_full","county_fips","state_id","state_name","lat","lng","population"
"Montezuma","Montezuma","Montezuma County","08083","CO","Colorado","37.3386","-108.5966","26070"
"Taylor","Taylor","Taylor County","21217","KY","Kentucky","37.3665","-85.3279","26056"
"Lawrence","Lawrence","Lawrence County","46081","SD","South Dakota","44.3586","-103.7923","26047"
"Lamoille","Lamoille","Lamoille County","50015","VT","Vermont","44.6070","-72.6419","25977"
"Franklin","Franklin","Franklin County","20059","KS","Kansas","38.5645","-95.2859","25968"
"Dickinson","Dickinson","Dickinson County","26043","MI","Michigan","46.0092","-87.8703","25937"
"Johnson","Johnson","Johnson County","05071","AR","Arkansas","35.5697","-93.4602","25925"
"McNairy","McNairy","McNairy County","47109","TN","Tennessee","35.1755","-88.5636","25895"
"Simpson","Simpson","Simpson County","28127","MS","Mississippi","31.9132","-89.9195","25889"
"Brown","Brown","Brown County","27015","MN","Minnesota","44.2421","-94.7276","25880"
"Sunflower","Sunflower","Sunflower County","28133","MS","Mississippi","33.6023","-90.5886","25867"
"Montgomery","Montgomery","Montgomery County","37123","NC","North Carolina","35.3325","-79.9055","25839"
"Garvin","Garvin","Garvin County","40049","OK","Oklahoma","34.7046","-97.3093","25806"
"Russell","Russell","Russell County","51167","VA","Virginia","36.9339","-82.0954","25763"
"Cheboygan","Cheboygan","Cheboygan County","26031","MI","Michigan","45.4463","-84.4999","25709"
"Benton","Benton","Benton County","19011","IA","Iowa","42.0802","-92.0657","25652"
"Plymouth","Plymouth","Plymouth County","19149","IA","Iowa","42.7378","-96.2141","25621"
"Staunton","Staunton","Staunton City","51790","VA","Virginia","38.1593","-79.0611","25581"
"Payette","Payette","Payette County","16075","ID","Idaho","44.0068","-116.7608","25571"
"Hardee","Hardee","Hardee County","12049","FL","Florida","27.4927","-81.8100","25528"
"Butts","Butts","Butts County","13035","GA","Georgia","33.2879","-83.9572","25522"
"Hardeman","Hardeman","Hardeman County","47069","TN","Tennessee","35.2068","-88.9931","25519"
"Mason","Mason","Mason County","54053","WV","West Virginia","38.7697","-82.0266","25488"
"Pottawatomie","Pottawatomie","Pottawatomie County","20149","KS","Kansas","39.3790","-96.3424","25482"
"Barton","Barton","Barton County","20009","KS","Kansas","38.4790","-98.7565","25477"
"Gladwin","Gladwin","Gladwin County","26051","MI","Michigan","43.9907","-84.3883","25461"
"Morehouse","Morehouse","Morehouse Parish","22067","LA","Louisiana","32.8202","-91.8018","25438"
"Fannin","Fannin","Fannin County","13111","GA","Georgia","34.8641","-84.3198","25436"
"Churchill","Churchill","Churchill County","32001","NV","Nevada","39.5809","-118.3358","25409"
"Luna","Luna","Luna County","35029","NM","New Mexico","32.1823","-107.7499","25393"
"Salem","Salem","Salem City","51775","VA","Virginia","37.2864","-80.0554","25372"
"Macon","Macon","Macon County","47111","TN","Tennessee","36.5320","-86.0073","25365"
"Lyon","Lyon","Lyon County","27083","MN","Minnesota","44.4135","-95.8390","25352"
"Iosco","Iosco","Iosco County","26069","MI","Michigan","44.3559","-83.6359","25319"
"Adair","Adair","Adair County","29001","MO","Missouri","40.1906","-92.6007","25299"
"Todd","Todd","Todd County","27153","MN","Minnesota","46.0706","-94.8976","25277"
"Posey","Posey","Posey County","18129","IN","Indiana","38.0218","-87.8685","25226"
"Otsego","Otsego","Otsego County","26137","MI","Michigan","45.0214","-84.5990","25221"
"Lauderdale","Lauderdale","Lauderdale County","47097","TN","Tennessee","35.7605","-89.6305","25171"
"Grant","Grant","Grant County","21081","KY","Kentucky","38.6488","-84.6246","25085"
"Milam","Milam","Milam County","48331","TX","Texas","30.7863","-96.9768","25080"
"Cherokee","Cherokee","Cherokee County","01019","AL","Alabama","34.1759","-85.6038","25069"
"Manistee","Manistee","Manistee County","26101","MI","Michigan","44.3330","-86.0568","25058"
"Washington","Washington","Washington County","12133","FL","Florida","30.6106","-85.6653","25014"
"Bremer","Bremer","Bremer County","19017","IA","Iowa","42.7746","-92.3181","25012"
"Hickman","Hickman","Hickman County","47081","TN","Tennessee","35.8032","-87.4733","24996"
"Crook","Crook","Crook County","41013","OR","Oregon","44.1422","-120.3566","24987"
"Cleburne","Cleburne","Cleburne County","05023","AR","Arkansas","35.5382","-92.0267","24948"
"Prentiss","Prentiss","Prentiss County","28117","MS","Mississippi","34.6183","-88.5201","24945"
"Routt","Routt","Routt County","08107","CO","Colorado","40.4851","-106.9913","24944"
"Goochland","Goochland","Goochland County","51075","VA","Virginia","37.7221","-77.9158","24906"
"Chattooga","Chattooga","Chattooga County","13055","GA","Georgia","34.4750","-85.3453","24902"
"Union","Union","Union County","13291","GA","Georgia","34.8341","-83.9907","24880"
"Barbour","Barbour","Barbour County","01005","AL","Alabama","31.8696","-85.3932","24877"
"Audrain","Audrain","Audrain County","29007","MO","Missouri","39.2157","-91.8416","24873"
"Cassia","Cassia","Cassia County","16031","ID","Idaho","42.2839","-113.6001","24859"
"Miller","Miller","Miller County","29131","MO","Missouri","38.2145","-92.4284","24855"
"Uvalde","Uvalde","Uvalde County","48463","TX","Texas","29.3573","-99.7622","24833"
"Texas","Texas","Texas County","29215","MO","Missouri","37.3173","-91.9651","24828"
"Jackson","Jackson","Jackson County","40065","OK","Oklahoma","34.5880","-99.4148","24776"
"Teller","Teller","Teller County","08119","CO","Colorado","38.8824","-105.1617","24758"
"Yates","Yates","Yates County","36123","NY","New York","42.6335","-77.1055","24713"
"Somerset","Somerset","Somerset County","24039","MD","Maryland","38.1158","-75.7518","24672"
"Waushara","Waushara","Waushara County","55137","WI","Wisconsin","44.1131","-89.2429","24672"
"Jefferson","Jefferson","Jefferson County","41031","OR","Oregon","44.6294","-121.1761","24659"
"Randolph","Randolph","Randolph County","29175","MO","Missouri","39.4401","-92.4971","24652"
"White","White","White County","18181","IN","Indiana","40.7498","-86.8655","24630"
"Nicholas","Nicholas","Nicholas County","54067","WV","West Virginia","38.2917","-80.7993","24624"
"Randolph","Randolph","Randolph County","18135","IN","Indiana","40.1576","-85.0113","24586"
"Fayette","Fayette","Fayette County","48149","TX","Texas","29.8768","-96.9198","24564"
"Rowan","Rowan","Rowan County","21205","KY","Kentucky","38.1963","-83.4211","24551"
"George","George","George County","28039","MS","Mississippi","30.8626","-88.6440","24547"
"Jerome","Jerome","Jerome County","16053","ID","Idaho","42.6899","-114.2639","24474"
"Scott","Scott","Scott County","18143","IN","Indiana","38.6851","-85.7475","24403"
"Abbeville","Abbeville","Abbeville County","45001","SC","South Carolina","34.2226","-82.4593","24368"
"Marion","Marion","Marion County","28091","MS","Mississippi","31.2308","-89.8224","24362"
"Burke","Burke","Burke County","13033","GA","Georgia","33.0611","-82.0007","24337"
"Lincoln","Lincoln","Lincoln County","21137","KY","Kentucky","37.4554","-84.6608","24320"
"Tattnall","Tattnall","Tattnall County","13267","GA","Georgia","32.0458","-82.0581","24309"
"Bell","Bell","Bell County","21013","KY","Kentucky","36.7306","-83.6741","24248"
"Blaine","Blaine","Blaine County","16013","ID","Idaho","43.4119","-113.9802","24248"
"Fairfax","Fairfax","Fairfax City","51600","VA","Virginia","38.8531","-77.2998","24242"
"Shelby","Shelby","Shelby County","48419","TX","Texas","31.7924","-94.1450","24157"
"Aransas","Aransas","Aransas County","48007","TX","Texas","28.1254","-96.9933","24048"
"Dawson","Dawson","Dawson County","31047","NE","Nebraska","40.8699","-99.8196","24037"
"Hood River","Hood River","Hood River County","41027","OR","Oregon","45.5190","-121.6511","23965"
"Itawamba","Itawamba","Itawamba County","28057","MS","Mississippi","34.2800","-88.3613","23888"
"Upshur","Upshur","Upshur County","54097","WV","West Virginia","38.8978","-80.2334","23875"
"Anderson","Anderson","Anderson County","21005","KY","Kentucky","38.0039","-84.9910","23839"
"Ohio","Ohio","Ohio County","21183","KY","Kentucky","37.4782","-86.8489","23782"
"Iowa","Iowa","Iowa County","55049","WI","Wisconsin","43.0005","-90.1354","23766"
"Page","Page","Page County","51139","VA","Virginia","38.6194","-78.4844","23753"
"Antrim","Antrim","Antrim County","26009","MI","Michigan","44.9991","-85.1402","23662"
"Saline","Saline","Saline County","17165","IL","Illinois","37.7531","-88.5407","23662"
"Winston","Winston","Winston County","01133","AL","Alabama","34.1492","-87.3737","23655"
"Grainger","Grainger","Grainger County","47057","TN","Tennessee","36.2763","-83.5096","23648"
"Seminole","Seminole","Seminole County","40133","OK","Oklahoma","35.1675","-96.6155","23592"
"Washington","Washington","Washington County","29221","MO","Missouri","37.9617","-90.8774","23580"
"Roscommon","Roscommon","Roscommon County","26143","MI","Michigan","44.3356","-84.6116","23556"
"Juniata","Juniata","Juniata County","42067","PA","Pennsylvania","40.5311","-77.4022","23535"
"Franklin","Franklin","Franklin County","13119","GA","Georgia","34.3754","-83.2291","23480"
"Mingo","Mingo","Mingo County","54059","WV","West Virginia","37.7264","-82.1347","23466"
"Menominee","Menominee","Menominee County","26109","MI","Michigan","45.5801","-87.5566","23433"
"Curry","Curry","Curry County","41015","OR","Oregon","42.4576","-124.1568","23404"
"Pacific","Pacific","Pacific County","53049","WA","Washington","46.5556","-123.7039","23396"
"Fayette","Fayette","Fayette County","18041","IN","Indiana","39.6400","-85.1788","23391"
"McDonald","McDonald","McDonald County","29119","MO","Missouri","36.6287","-94.3483","23381"
"Meeker","Meeker","Meeker County","27093","MN","Minnesota","45.1231","-94.5273","23352"
"Teton","Teton","Teton County","56039","WY","Wyoming","43.9346","-110.5898","23346"
"Yankton","Yankton","Yankton County","46135","SD","South Dakota","43.0090","-97.3948","23311"
"Starke","Starke","Starke County","18149","IN","Indiana","41.2809","-86.6476","23308"
"Plaquemines","Plaquemines","Plaquemines Parish","22075","LA","Louisiana","29.4406","-89.6100","23305"
"New Kent","New Kent","New Kent County","51127","VA","Virginia","37.5052","-76.9974","23296"
"Hampshire","Hampshire","Hampshire County","54027","WV","West Virginia","39.3171","-78.6141","23275"
"Saline","Saline","Saline County","29195","MO","Missouri","39.1368","-93.2018","23219"
"Vilas","Vilas","Vilas County","55125","WI","Wisconsin","46.0529","-89.5148","23146"
"St. Francis","St. Francis","St. Francis County","05123","AR","Arkansas","35.0220","-90.7478","23138"
"Ray","Ray","Ray County","29177","MO","Missouri","39.3523","-93.9899","23122"
"Clarke","Clarke","Clarke County","01025","AL","Alabama","31.6767","-87.8308","23058"
"Hopewell","Hopewell","Hopewell City","51670","VA","Virginia","37.2915","-77.2985","23046"
"Crawford","Crawford","Crawford County","29055","MO","Missouri","37.9764","-91.3039","23023"
"Osceola","Osceola","Osceola County","26133","MI","Michigan","43.9898","-85.3252","23022"
"Poinsett","Poinsett","Poinsett County","05111","AR","Arkansas","35.5740","-90.6630","22997"
"Emanuel","Emanuel","Emanuel County","13107","GA","Georgia","32.5897","-82.3017","22907"
"Franklin","Franklin","Franklin County","18047","IN","Indiana","39.4149","-85.0602","22850"
"Klickitat","Klickitat","Klickitat County","53039","WA","Washington","45.8738","-120.7891","22798"
"Allen","Allen","Allen Parish","22003","LA","Louisiana","30.6530","-92.8280","22798"
"Caswell","Caswell","Caswell County","37033","NC","North Carolina","36.3932","-79.3335","22747"
"Columbia","Columbia","Columbia County","05027","AR","Arkansas","33.2143","-93.2273","22707"
"Rockbridge","Rockbridge","Rockbridge County","51163","VA","Virginia","37.8145","-79.4473","22673"
"Mercer","Mercer","Mercer County","21167","KY","Kentucky","37.8110","-84.8745","22662"
"Johnson","Johnson","Johnson County","21115","KY","Kentucky","37.8466","-82.8315","22631"
"Ouachita","Ouachita","Ouachita County","05103","AR","Arkansas","33.5934","-92.8819","22606"
"Overton","Overton","Overton County","47133","TN","Tennessee","36.3450","-85.2881","22576"
"Panola","Panola","Panola County","48365","TX","Texas","32.1624","-94.3056","22540"
"Washington","Washington","Washington County","19183","IA","Iowa","41.3356","-91.7179","22534"
"Sumner","Sumner","Sumner County","20191","KS","Kansas","37.2373","-97.4765","22517"
"Leelanau","Leelanau","Leelanau County","26089","MI","Michigan","44.9385","-85.8120","22426"
"Saunders","Saunders","Saunders County","31155","NE","Nebraska","41.2264","-96.6374","22374"
"Asotin","Asotin","Asotin County","53003","WA","Washington","46.1918","-117.2030","22370"
"Brooke","Brooke","Brooke County","54009","WV","West Virginia","40.2739","-80.5764","22349"
"Waynesboro","Waynesboro","Waynesboro City","51820","VA","Virginia","38.0674","-78.9014","22341"
"Beckham","Beckham","Beckham County","40009","OK","Oklahoma","35.2687","-99.6820","22295"
"Lee","Lee","Lee County","51105","VA","Virginia","36.7054","-83.1286","22287"
"Bibb","Bibb","Bibb County","01007","AL","Alabama","32.9986","-87.1265","22251"
"Meigs","Meigs","Meigs County","39105","OH","Ohio","39.0822","-82.0228","22242"
"Limestone","Limestone","Limestone County","48293","TX","Texas","31.5455","-96.5805","22222"
"Sabine","Sabine","Sabine Parish","22085","LA","Louisiana","31.5640","-93.5547","22209"
"Putnam","Putnam","Putnam County","13237","GA","Georgia","33.3218","-83.3728","22206"
"Anson","Anson","Anson County","37007","NC","North Carolina","34.9738","-80.1027","22200"
"Nobles","Nobles","Nobles County","27105","MN","Minnesota","43.6742","-95.7534","22194"
"Grant","Grant","Grant Parish","22043","LA","Louisiana","31.5997","-92.5595","22185"
"Randolph","Randolph","Randolph County","01111","AL","Alabama","33.2938","-85.4591","22179"
"Houston","Houston","Houston County","48225","TX","Texas","31.3177","-95.4227","22107"
"Henry","Henry","Henry County","29083","MO","Missouri","38.3852","-93.7928","22064"
"Mahaska","Mahaska","Mahaska County","19123","IA","Iowa","41.3352","-92.6409","22059"
"Martin","Martin","Martin County","37117","NC","North Carolina","35.8432","-77.1092","21992"
"Jo Daviess","Jo Daviess","Jo Daviess County","17085","IL","Illinois","42.3658","-90.2126","21942"
"Seward","Seward","Seward County","20175","KS","Kansas","37.1933","-100.8513","21942"
"Prince Edward","Prince Edward","Prince Edward County","51147","VA","Virginia","37.2243","-78.4411","21922"
"Scott","Scott","Scott County","47151","TN","Tennessee","36.4285","-84.5035","21917"
"Lampasas","Lampasas","Lampasas County","48281","TX","Texas","31.1962","-98.2415","21829"
"Wyandot","Wyandot","Wyandot County","39175","OH","Ohio","40.8424","-83.3044","21818"
"Colusa","Colusa","Colusa County","06011","CA","California","39.1775","-122.2370","21811"
"Tippah","Tippah","Tippah County","28139","MS","Mississippi","34.7684","-88.9089","21769"
"McDuffie","McDuffie","McDuffie County","13189","GA","Georgia","33.4828","-82.4814","21715"
"Boone","Boone","Boone County","54005","WV","West Virginia","38.0229","-81.7115","21705"
"Sevier","Sevier","Sevier County","49041","UT","Utah","38.7477","-111.8046","21667"
"Gage","Gage","Gage County","31067","NE","Nebraska","40.2619","-96.6894","21654"
"Llano","Llano","Llano County","48299","TX","Texas","30.7058","-98.6841","21637"
"Mitchell","Mitchell","Mitchell County","13205","GA","Georgia","31.2253","-84.1943","21634"
"Hertford","Hertford","Hertford County","37091","NC","North Carolina","36.3591","-76.9820","21633"
"Minidoka","Minidoka","Minidoka County","16067","ID","Idaho","42.8543","-113.6375","21626"
"Stutsman","Stutsman","Stutsman County","38093","ND","North Dakota","46.9793","-98.9588","21609"
"Scott","Scott","Scott County","51169","VA","Virginia","36.7143","-82.6029","21536"
"Gaines","Gaines","Gaines County","48165","TX","Texas","32.7408","-102.6352","21523"
"Hockley","Hockley","Hockley County","48219","TX","Texas","33.6076","-102.3432","21495"
"Letcher","Letcher","Letcher County","21133","KY","Kentucky","37.1212","-82.8553","21490"
"Hubbard","Hubbard","Hubbard County","27057","MN","Minnesota","47.1086","-94.9166","21479"
"Grenada","Grenada","Grenada County","28043","MS","Mississippi","33.7699","-89.8020","21474"
"Clark","Clark","Clark County","05019","AR","Arkansas","34.0510","-93.1764","21469"
"Fayette","Fayette","Fayette County","17051","IL","Illinois","39.0002","-89.0241","21464"
"Jersey","Jersey","Jersey County","17083","IL","Illinois","39.0855","-90.3565","21462"
"Wabasha","Wabasha","Wabasha County","27157","MN","Minnesota","44.2843","-92.2303","21460"
"Taylor","Taylor","Taylor County","12123","FL","Florida","30.0470","-83.6035","21421"
"Madison","Madison","Madison County","37115","NC","North Carolina","35.8580","-82.7058","21414"
"Owen","Owen","Owen County","18119","IN","Indiana","39.3128","-86.8377","21361"
"Leake","Leake","Leake County","28079","MS","Mississippi","32.7535","-89.5240","21335"
"Dakota","Dakota","Dakota County","31043","NE","Nebraska","42.3912","-96.5646","21308"
"Logan","Logan","Logan County","08075","CO","Colorado","40.7247","-103.1101","21302"
"Moore","Moore","Moore County","48341","TX","Texas","35.8377","-101.8930","21284"
"Newton","Newton","Newton County","28101","MS","Mississippi","32.4002","-89.1188","21275"
"Gray","Gray","Gray County","48179","TX","Texas","35.4012","-100.8126","21272"
"Coahoma","Coahoma","Coahoma County","28027","MS","Mississippi","34.2300","-90.6018","21264"
"Fillmore","Fillmore","Fillmore County","27045","MN","Minnesota","43.6740","-92.0902","21251"
"Logan","Logan","Logan County","05083","AR","Arkansas","35.2149","-93.7166","21247"
"Wyoming","Wyoming","Wyoming County","54109","WV","West Virginia","37.6096","-81.5492","21237"
"Bandera","Bandera","Bandera County","48019","TX","Texas","29.7472","-99.2463","21182"
"Morgan","Morgan","Morgan County","29141","MO","Missouri","38.4237","-92.8860","21169"
"Clinton","Clinton","Clinton County","29049","MO","Missouri","39.6018","-94.4046","21155"
"Texas","Texas","Texas County","40139","OK","Oklahoma","36.7479","-101.4901","21144"
"Nodaway","Nodaway","Nodaway County","29147","MO","Missouri","40.3607","-94.8834","21140"
"Morgan","Morgan","Morgan County","47129","TN","Tennessee","36.1350","-84.6492","21124"
"Assumption","Assumption","Assumption Parish","22007","LA","Louisiana","29.9024","-91.0608","21067"
"Union","Union","Union Parish","22111","LA","Louisiana","32.8318","-92.3748","21049"
"Shelby","Shelby","Shelby County","17173","IL","Illinois","39.3911","-88.8055","21042"
"Perry","Perry","Perry County","17145","IL","Illinois","38.0837","-89.3670","20996"
"Jackson","Jackson","Jackson County","55053","WI","Wisconsin","44.3192","-90.8052","20958"
"Fairfield","Fairfield","Fairfield County","45039","SC","South Carolina","34.3951","-81.1212","20942"
"Dodge","Dodge","Dodge County","27039","MN","Minnesota","44.0226","-92.8621","20893"
"Washington","Washington","Washington County","31177","NE","Nebraska","41.5311","-96.2220","20884"
"Ogemaw","Ogemaw","Ogemaw County","26129","MI","Michigan","44.3350","-84.1264","20820"
"Sullivan","Sullivan","Sullivan County","18153","IN","Indiana","39.0889","-87.4147","20791"
"Conway","Conway","Conway County","05029","AR","Arkansas","35.2624","-92.7014","20782"
"Allen","Allen","Allen County","21003","KY","Kentucky","36.7513","-86.1904","20773"
"Jones","Jones","Jones County","19105","IA","Iowa","42.1212","-91.1315","20733"
"Adams","Adams","Adams County","55001","WI","Wisconsin","43.9696","-89.7704","20730"
"Carroll","Carroll","Carroll County","19027","IA","Iowa","42.0362","-94.8605","20728"
"Worth","Worth","Worth County","13321","GA","Georgia","31.5515","-83.8509","20706"
"Buena Vista","Buena Vista","Buena Vista County","19021","IA","Iowa","42.7355","-95.1511","20687"
"Meriwether","Meriwether","Meriwether County","13199","GA","Georgia","33.0406","-84.6883","20679"
"Barnwell","Barnwell","Barnwell County","45011","SC","South Carolina","33.2661","-81.4349","20653"
"Pointe Coupee","Pointe Coupee","Pointe Coupee Parish","22077","LA","Louisiana","30.7095","-91.6008","20652"
"Greene","Greene","Greene County","51079","VA","Virginia","38.2976","-78.4669","20631"
"Buchanan","Buchanan","Buchanan County","19019","IA","Iowa","42.4708","-91.8379","20631"
"Hutchinson","Hutchinson","Hutchinson County","48233","TX","Texas","35.8400","-101.3547","20595"
"Colorado","Colorado","Colorado County","48089","TX","Texas","29.6208","-96.5263","20582"
"Kewaunee","Kewaunee","Kewaunee County","55061","WI","Wisconsin","44.5161","-87.6153","20570"
"Adams","Adams","Adams County","53001","WA","Washington","46.9834","-118.5606","20557"
"Uinta","Uinta","Uinta County","56041","WY","Wyoming","41.2876","-110.5476","20546"
"Dukes","Dukes","Dukes County","25007","MA","Massachusetts","41.3961","-70.6500","20543"
"Breckinridge","Breckinridge","Breckinridge County","21027","KY","Kentucky","37.7734","-86.4293","20528"
"Jay","Jay","Jay County","18075","IN","Indiana","40.4379","-85.0056","20451"
"Henry","Henry","Henry County","19087","IA","Iowa","40.9880","-91.5445","20436"
"Fulton","Fulton","Fulton County","18049","IN","Indiana","41.0470","-86.2635","20420"
"Woodward","Woodward","Woodward County","40153","OK","Oklahoma","36.4227","-99.2651","20411"
"Lincoln","Lincoln","Lincoln County","54043","WV","West Virginia","38.1753","-82.0704","20410"
"Greene","Greene","Greene County","37079","NC","North Carolina","35.4850","-77.6758","20407"
"Carroll","Carroll","Carroll County","18015","IN","Indiana","40.5828","-86.5635","20397"
"Lavaca","Lavaca","Lavaca County","48285","TX","Texas","29.3843","-96.9302","20379"
"Yell","Yell","Yell County","05149","AR","Arkansas","35.0026","-93.4108","20342"
"Carbon","Carbon","Carbon County","49007","UT","Utah","39.6481","-110.5887","20338"
"Clay","Clay","Clay County","21051","KY","Kentucky","37.1597","-83.7146","20322"
"Willacy","Willacy","Willacy County","48489","TX","Texas","26.4693","-97.6632","20308"
"Crisp","Crisp","Crisp County","13081","GA","Georgia","31.9229","-83.7681","20255"
"Buchanan","Buchanan","Buchanan County","51027","VA","Virginia","37.2666","-82.0360","20246"
"Bourbon","Bourbon","Bourbon County","21017","KY","Kentucky","38.2067","-84.2171","20228"
"Lincoln","Lincoln","Lincoln County","35027","NM","New Mexico","33.7453","-105.4593","20222"
"DeKalb","DeKalb","DeKalb County","47041","TN","Tennessee","35.9799","-85.8328","20209"
"Montague","Montague","Montague County","48337","TX","Texas","33.6757","-97.7246","20197"
"Morgan","Morgan","Morgan County","13211","GA","Georgia","33.5909","-83.4923","20171"
"Lincoln","Lincoln","Lincoln County","30053","MT","Montana","48.5425","-115.4051","20157"
"Calhoun","Calhoun","Calhoun County","48057","TX","Texas","28.5074","-96.6018","20127"
"Labette","Labette","Labette County","20099","KS","Kansas","37.1913","-95.2976","20096"
"St. James","St. James","St. James Parish","22093","LA","Louisiana","30.0270","-90.7931","20090"
"Winneshiek","Winneshiek","Winneshiek County","19191","IA","Iowa","43.2907","-91.8437","20050"
"Hempstead","Hempstead","Hempstead County","05057","AR","Arkansas","33.7354","-93.6684","20037"
"Smith","Smith","Smith County","47159","TN","Tennessee","36.2505","-85.9567","20034"
"Richland","Richland","Richland Parish","22083","LA","Louisiana","32.4178","-91.7635","20028"
"Taylor","Taylor","Taylor County","55119","WI","Wisconsin","45.2116","-90.5012","19979"
"Dodge","Dodge","Dodge County","13091","GA","Georgia","32.1722","-83.1684","19977"
"Washington","Washington","Washington County","13303","GA","Georgia","32.9695","-82.7959","19975"
"Davison","Davison","Davison County","46035","SD","South Dakota","43.6747","-98.1460","19966"
"Tyler","Tyler","Tyler County","48457","TX","Texas","30.7712","-94.3766","19962"
"Martin","Martin","Martin County","27091","MN","Minnesota","43.6744","-94.5511","19960"
"Spencer","Spencer","Spencer County","18147","IN","Indiana","38.0141","-87.0077","19935"
"Union","Union","Union County","47173","TN","Tennessee","36.2879","-83.8375","19860"
"DeWitt","DeWitt","DeWitt County","48123","TX","Texas","29.0821","-97.3568","19826"
"Pierce","Pierce","Pierce County","13229","GA","Georgia","31.3588","-82.2128","19822"
"Monroe","Monroe","Monroe County","01099","AL","Alabama","31.5709","-87.3654","19816"
"Lincoln","Lincoln","Lincoln County","56023","WY","Wyoming","42.2640","-110.6560","19794"
"Duchesne","Duchesne","Duchesne County","49013","UT","Utah","40.2982","-110.4252","19779"
"Vernon","Vernon","Vernon County","29217","MO","Missouri","37.8506","-94.3424","19777"
"Orange","Orange","Orange County","18117","IN","Indiana","38.5418","-86.4951","19768"
"Wayne","Wayne","Wayne County","28153","MS","Mississippi","31.6408","-88.6958","19760"
"Jones","Jones","Jones County","48253","TX","Texas","32.7399","-99.8788","19758"
"Franklin","Franklin","Franklin Parish","22041","LA","Louisiana","32.1333","-91.6738","19752"
"Gonzales","Gonzales","Gonzales County","48177","TX","Texas","29.4567","-97.4925","19736"
"Adair","Adair","Adair County","40001","OK","Oklahoma","35.8839","-94.6587","19726"
"Douglas","Douglas","Douglas County","17041","IL","Illinois","39.7694","-88.2173","19714"
"Wayne","Wayne","Wayne County","21231","KY","Kentucky","36.8013","-84.8286","19666"
"Plumas","Plumas","Plumas County","06063","CA","California","40.0046","-120.8385","19650"
"Marion","Marion","Marion County","21155","KY","Kentucky","37.5525","-85.2696","19627"
"Benton","Benton","Benton County","29015","MO","Missouri","38.2949","-93.2879","19616"
"Freestone","Freestone","Freestone County","48161","TX","Texas","31.7049","-96.1491","19599"
"Simpson","Simpson","Simpson County","21213","KY","Kentucky","36.7420","-86.5823","19574"
"Elbert","Elbert","Elbert County","13105","GA","Georgia","34.1168","-82.8401","19570"
"Chaffee","Chaffee","Chaffee County","08015","CO","Colorado","38.7470","-106.1941","19564"
"Spencer","Spencer","Spencer County","21215","KY","Kentucky","38.0325","-85.3278","19549"
"Polk","Polk","Polk County","37149","NC","North Carolina","35.2793","-82.1697","19538"
"Holmes","Holmes","Holmes County","12059","FL","Florida","30.8679","-85.8140","19529"
"Fayette","Fayette","Fayette County","19065","IA","Iowa","42.8626","-91.8444","19519"
"Langlade","Langlade","Langlade County","55067","WI","Wisconsin","45.2623","-89.0719","19512"
"Jackson","Jackson","Jackson County","19097","IA","Iowa","42.1717","-90.5743","19470"
"East Feliciana","East Feliciana","East Feliciana Parish","22037","LA","Louisiana","30.8451","-91.0455","19452"
"Polk","Polk","Polk County","05113","AR","Arkansas","34.4858","-94.2282","19384"
"Cherokee","Cherokee","Cherokee County","20021","KS","Kansas","37.1693","-94.8463","19380"
"Hart","Hart","Hart County","21099","KY","Kentucky","37.2999","-85.8847","19345"
"Kent","Kent","Kent County","24029","MD","Maryland","39.2556","-76.0390","19289"
"Los Alamos","Los Alamos","Los Alamos County","35028","NM","New Mexico","35.8693","-106.3073","19253"
"Gem","Gem","Gem County","16045","ID","Idaho","44.0615","-116.3975","19250"
"Macon","Macon","Macon County","01087","AL","Alabama","32.3859","-85.6927","19198"
"Perry","Perry","Perry County","18123","IN","Indiana","38.0796","-86.6380","19186"
"Marengo","Marengo","Marengo County","01091","AL","Alabama","32.2477","-87.7895","19180"
"McIntosh","McIntosh","McIntosh County","40091","OK","Oklahoma","35.3736","-95.6668","19159"
"Pike","Pike","Pike County","13231","GA","Georgia","33.0923","-84.3892","19145"
"Roosevelt","Roosevelt","Roosevelt County","35041","NM","New Mexico","34.0212","-103.4800","19142"
"Green Lake","Green Lake","Green Lake County","55047","WI","Wisconsin","43.8004","-89.0449","19093"
"Beadle","Beadle","Beadle County","46005","SD","South Dakota","44.4145","-98.2781","19089"
"Humphreys","Humphreys","Humphreys County","47085","TN","Tennessee","36.0408","-87.7756","19032"
"Greene","Greene","Greene County","13133","GA","Georgia","33.5788","-83.1667","19020"
"Ashley","Ashley","Ashley County","05003","AR","Arkansas","33.1912","-91.7685","19018"
"Butler","Butler","Butler County","01013","AL","Alabama","31.7524","-86.6803","18981"
"Perry","Perry","Perry County","29157","MO","Missouri","37.7072","-89.8244","18970"
"Waseca","Waseca","Waseca County","27161","MN","Minnesota","44.0221","-93.5873","18953"
"Saluda","Saluda","Saluda County","45081","SC","South Carolina","34.0061","-81.7268","18952"
"Pickens","Pickens","Pickens County","01107","AL","Alabama","33.2808","-88.0887","18925"
"McDowell","McDowell","McDowell County","54047","WV","West Virginia","37.3785","-81.6536","18911"
"Hampton","Hampton","Hampton County","45049","SC","South Carolina","32.7763","-81.1407","18890"
"Adair","Adair","Adair County","21001","KY","Kentucky","37.1042","-85.2806","18887"
"Tishomingo","Tishomingo","Tishomingo County","28141","MS","Mississippi","34.7404","-88.2393","18837"
